Line,bus0,bus1
3758,"(80.822537, 27.2704753)","(80.8242545, 27.2677957)"
3759,"(80.8242545, 27.2677957)","(80.8260588, 27.2649469)"
3760,"(80.8260588, 27.2649469)","(80.8279688, 27.2619706)"
3761,"(80.8279688, 27.2619706)","(80.8281036, 27.2586702)"
3762,"(80.8281036, 27.2586702)","(80.8282268, 27.2555001)"
3763,"(80.8282268, 27.2555001)","(80.8283869, 27.2522423)"
3764,"(80.8283869, 27.2522423)","(80.8285101, 27.2490337)"
3765,"(80.8285101, 27.2490337)","(80.8286518, 27.2457648)"
3766,"(80.8286518, 27.2457648)","(80.8287996, 27.2425231)"
3767,"(80.8287996, 27.2425231)","(80.8289228, 27.2392869)"
3768,"(80.8289228, 27.2392869)","(80.8290767, 27.2362805)"
3769,"(80.8290767, 27.2362805)","(80.8292184, 27.2328638)"
3770,"(80.8292184, 27.2328638)","(80.8293539, 27.2295939)"
3771,"(80.8293539, 27.2295939)","(80.8294955, 27.2261273)"
3772,"(80.8294955, 27.2261273)","(80.8296249, 27.2231534)"
3773,"(80.8296249, 27.2231534)","(80.8297357, 27.219944)"
3774,"(80.8297357, 27.219944)","(80.8298528, 27.217556)"
3775,"(80.8298528, 27.217556)","(80.8303908, 27.215556)"
3776,"(80.8303908, 27.215556)","(80.8311893, 27.2125882)"
3777,"(80.8311893, 27.2125882)","(80.8320946, 27.2092634)"
3778,"(80.8320946, 27.2092634)","(80.8328892, 27.206196)"
3779,"(80.8328892, 27.206196)","(80.833765, 27.2029729)"
3780,"(80.833765, 27.2029729)","(80.8346037, 27.1998731)"
3781,"(80.8346037, 27.1998731)","(80.8354502, 27.1966203)"
3782,"(80.8354502, 27.1966203)","(80.836293, 27.1935239)"
3783,"(80.836293, 27.1935239)","(80.83717, 27.1902412)"
3784,"(80.83717, 27.1902412)","(80.8380274, 27.1869585)"
3785,"(80.8380274, 27.1869585)","(80.8388945, 27.1837502)"
3786,"(80.8388945, 27.1837502)","(80.8397156, 27.1806814)"
3787,"(80.8397156, 27.1806814)","(80.8405304, 27.1776358)"
3788,"(80.8405304, 27.1776358)","(80.8420716, 27.174698)"
3789,"(80.8420716, 27.174698)","(80.8434548, 27.1720612)"
3790,"(80.8434548, 27.1720612)","(80.8448466, 27.1694082)"
3791,"(80.8448466, 27.1694082)","(80.8465416, 27.166138)"
3792,"(80.8465416, 27.166138)","(80.8481084, 27.1631746)"
3793,"(80.8481084, 27.1631746)","(80.8496359, 27.1602331)"
3794,"(80.8496359, 27.1602331)","(80.8511835, 27.1572798)"
3795,"(80.8511835, 27.1572798)","(80.8526913, 27.1544023)"
3796,"(80.8526913, 27.1544023)","(80.8543208, 27.1512926)"
3797,"(80.8543208, 27.1512926)","(80.8558577, 27.1483595)"
3798,"(80.8558577, 27.1483595)","(80.8574307, 27.1453575)"
3799,"(80.8574307, 27.1453575)","(80.8581304, 27.1428101)"
3800,"(80.8581304, 27.1428101)","(80.8590419, 27.1396838)"
3801,"(80.8590419, 27.1396838)","(80.859845, 27.1368074)"
3802,"(80.859845, 27.1368074)","(80.8607024, 27.1337731)"
3803,"(80.8607024, 27.1337731)","(80.8615006, 27.1309097)"
3804,"(80.8615006, 27.1309097)","(80.8622742, 27.128169)"
3805,"(80.8622742, 27.128169)","(80.8631808, 27.1249897)"
3806,"(80.8631808, 27.1249897)","(80.8641514, 27.1215516)"
3807,"(80.8641514, 27.1215516)","(80.865058, 27.1183019)"
3808,"(80.865058, 27.1183019)","(80.8660139, 27.1149776)"
3809,"(80.8660139, 27.1149776)","(80.866886, 27.1118462)"
3810,"(80.866886, 27.1118462)","(80.8676596, 27.1090656)"
3811,"(80.8676596, 27.1090656)","(80.8682311, 27.1057673)"
3812,"(80.8682311, 27.1057673)","(80.8688076, 27.1024734)"
3813,"(80.8688076, 27.1024734)","(80.869389, 27.0991135)"
3814,"(80.869389, 27.0991135)","(80.8699507, 27.095793)"
3815,"(80.8699507, 27.095793)","(80.8705401, 27.0923626)"
3816,"(80.8705401, 27.0923626)","(80.8711235, 27.0890463)"
3817,"(80.8711235, 27.0890463)","(80.8717325, 27.0855654)"
3818,"(80.8717325, 27.0855654)","(80.8722749, 27.08227)"
3819,"(80.8722749, 27.08227)","(80.8728681, 27.0788033)"
3820,"(80.8728681, 27.0788033)","(80.873346, 27.0759692)"
3821,"(80.873346, 27.0759692)","(80.8739669, 27.072534)"
3822,"(80.8739669, 27.072534)","(80.8729026, 27.0693049)"
3823,"(80.8729026, 27.0693049)","(80.8718482, 27.0662029)"
3824,"(80.8718482, 27.0662029)","(80.8708184, 27.0631842)"
3825,"(80.8708184, 27.0631842)","(80.8698231, 27.0602575)"
3826,"(80.8698231, 27.0602575)","(80.8687834, 27.0572299)"
3827,"(80.8687834, 27.0572299)","(80.867734, 27.0541056)"
3828,"(80.867734, 27.0541056)","(80.8666795, 27.0509901)"
3829,"(80.8666795, 27.0509901)","(80.8656011, 27.0478302)"
3830,"(80.8656011, 27.0478302)","(80.8645214, 27.0446665)"
3831,"(80.8645214, 27.0446665)","(80.8634128, 27.041498)"
3832,"(80.8634128, 27.041498)","(80.862322, 27.0382984)"
3833,"(80.862322, 27.0382984)","(80.8612704, 27.0351651)"
3834,"(80.8612704, 27.0351651)","(80.8601921, 27.0319746)"
3835,"(80.8601921, 27.0319746)","(80.8591618, 27.0289599)"
3836,"(80.8591618, 27.0289599)","(80.8600032, 27.0281792)"
3837,"(80.8600032, 27.0281792)","(80.8588288, 27.0279533)"
3838,"(80.8588288, 27.0279533)","(80.8580014, 27.0256173)"
3839,"(80.8580014, 27.0256173)","(80.8571819, 27.0223222)"
3840,"(80.8571819, 27.0223222)","(80.8563254, 27.0189893)"
3841,"(80.8563254, 27.0189893)","(80.8555153, 27.0156523)"
3842,"(80.8555153, 27.0156523)","(80.8548694, 27.0130387)"
3843,"(80.8548694, 27.0130387)","(80.8543357, 27.0108951)"
3844,"(80.8543357, 27.0108951)","(80.8534541, 27.0076959)"
3845,"(80.8534541, 27.0076959)","(80.8526795, 27.0044464)"
3846,"(80.8526795, 27.0044464)","(80.8532214, 27.0014988)"
3847,"(80.8532214, 27.0014988)","(80.853834, 26.9981141)"
3848,"(80.853834, 26.9981141)","(80.854361, 26.9952919)"
3849,"(80.854361, 26.9952919)","(80.8549916, 26.9919128)"
3850,"(80.8549916, 26.9919128)","(80.8556015, 26.9886012)"
3851,"(80.8556015, 26.9886012)","(80.8559648, 26.9852745)"
3852,"(80.8559648, 26.9852745)","(80.8564585, 26.9829085)"
3853,"(80.8564585, 26.9829085)","(80.85713, 26.9812995)"
3854,"(80.85713, 26.9812995)","(80.8573553, 26.9790696)"
3855,"(80.8573553, 26.9790696)","(80.8579303, 26.9759107)"
3856,"(80.8579303, 26.9759107)","(80.8585039, 26.9729185)"
3857,"(80.8585039, 26.9729185)","(80.8591182, 26.9695136)"
3858,"(80.8591182, 26.9695136)","(80.8597395, 26.9661389)"
3859,"(80.8597395, 26.9661389)","(80.8603515, 26.9628445)"
3860,"(80.8603515, 26.9628445)","(80.8609756, 26.9594806)"
3861,"(80.8609756, 26.9594806)","(80.8629136, 26.9565086)"
3862,"(80.8629136, 26.9565086)","(80.8648238, 26.9535964)"
3863,"(80.8648238, 26.9535964)","(80.8668079, 26.9505501)"
3864,"(80.8668079, 26.9505501)","(80.8687339, 26.9476663)"
3865,"(80.8687339, 26.9476663)","(80.8706851, 26.9447087)"
3866,"(80.8706851, 26.9447087)","(80.8726348, 26.9417531)"
3867,"(80.8726348, 26.9417531)","(80.8734581, 26.938498)"
3868,"(80.8734581, 26.938498)","(80.8742219, 26.9353012)"
3869,"(80.8742219, 26.9353012)","(80.8751078, 26.9318907)"
3870,"(80.8751078, 26.9318907)","(80.8759883, 26.9286328)"
3871,"(80.8759883, 26.9286328)","(80.8768161, 26.9253298)"
3872,"(80.8768161, 26.9253298)","(80.8776652, 26.9219599)"
3873,"(80.8776652, 26.9219599)","(80.8784489, 26.9185663)"
3874,"(80.8784489, 26.9185663)","(80.8778348, 26.9170386)"
3875,"(80.8778348, 26.9170386)","(80.8769326, 26.9147941)"
3876,"(81.0232408, 27.020206)","(81.0204647, 27.0218925)"
3877,"(81.0204647, 27.0218925)","(81.0184319, 27.0231583)"
3878,"(81.0184319, 27.0231583)","(81.0176146, 27.0244058)"
3879,"(81.0176146, 27.0244058)","(81.0146984, 27.026064)"
3880,"(81.0146984, 27.026064)","(81.0116668, 27.0278037)"
3881,"(81.0116668, 27.0278037)","(81.008605, 27.0295613)"
3882,"(81.008605, 27.0295613)","(81.0080121, 27.0329122)"
3883,"(81.0080121, 27.0329122)","(81.0074125, 27.036281)"
3884,"(81.0074125, 27.036281)","(81.0062501, 27.0391991)"
3885,"(81.0062501, 27.0391991)","(81.0050642, 27.0422931)"
3886,"(81.0050642, 27.0422931)","(81.0038449, 27.0454468)"
3887,"(81.0038449, 27.0454468)","(81.0025988, 27.0486272)"
3888,"(81.0025988, 27.0486272)","(81.0013348, 27.0518824)"
3889,"(81.0013348, 27.0518824)","(81.000089, 27.0550548)"
3890,"(81.000089, 27.0550548)","(80.9988761, 27.0582003)"
3891,"(80.9988761, 27.0582003)","(80.9976853, 27.0612584)"
3892,"(80.9976853, 27.0612584)","(80.9964273, 27.0644636)"
3893,"(80.9964273, 27.0644636)","(80.9975751, 27.0676278)"
3894,"(80.9975751, 27.0676278)","(81.0002286, 27.069353)"
3895,"(81.0002286, 27.069353)","(81.0026343, 27.070931)"
3896,"(81.0026343, 27.070931)","(81.005297, 27.0727051)"
3897,"(81.005297, 27.0727051)","(81.0079322, 27.0744302)"
3898,"(81.0079322, 27.0744302)","(81.0089423, 27.0777577)"
3899,"(81.0089423, 27.0777577)","(81.0099247, 27.0810524)"
3900,"(81.0099247, 27.0810524)","(81.0108337, 27.0842161)"
3901,"(81.0108337, 27.0842161)","(81.0100349, 27.0876087)"
3902,"(81.0100349, 27.0876087)","(81.0065733, 27.0887777)"
3903,"(81.0065733, 27.0887777)","(81.0031118, 27.0899875)"
3904,"(81.0031118, 27.0899875)","(80.9994574, 27.0911973)"
3905,"(80.9994574, 27.0911973)","(80.995803, 27.0924644)"
3906,"(80.995803, 27.0924644)","(80.992727, 27.0943036)"
3907,"(80.992727, 27.0943036)","(80.9894124, 27.0963144)"
3908,"(80.9894124, 27.0963144)","(80.9863181, 27.0981781)"
3909,"(80.9863181, 27.0981781)","(80.9858682, 27.1011125)"
3910,"(80.9858682, 27.1011125)","(80.9862263, 27.1043248)"
3911,"(80.9862263, 27.1043248)","(80.9866119, 27.1076595)"
3912,"(80.9866119, 27.1076595)","(80.9869149, 27.1109778)"
3913,"(80.9869149, 27.1109778)","(80.9887513, 27.1141081)"
3914,"(80.9887513, 27.1141081)","(80.9905509, 27.1171973)"
3915,"(80.9905509, 27.1171973)","(80.9907346, 27.1201803)"
3916,"(80.9907346, 27.1201803)","(80.99101, 27.1231386)"
3917,"(80.99101, 27.1231386)","(80.9912579, 27.1261051)"
3918,"(80.9912579, 27.1261051)","(80.9914967, 27.1293248)"
3919,"(80.9914967, 27.1293248)","(80.9890451, 27.1316864)"
3920,"(80.9890451, 27.1316864)","(80.9863456, 27.1342849)"
3921,"(80.9863456, 27.1342849)","(80.983637, 27.1369406)"
3922,"(80.983637, 27.1369406)","(80.980965, 27.1394817)"
3923,"(80.980965, 27.1394817)","(80.9783206, 27.1421046)"
3924,"(80.9783206, 27.1421046)","(80.9758599, 27.1444741)"
3925,"(80.9758599, 27.1444741)","(80.9767138, 27.1479792)"
3926,"(80.9767138, 27.1479792)","(80.9775677, 27.1514597)"
3927,"(80.9775677, 27.1514597)","(80.9782931, 27.1544418)"
3928,"(80.9782931, 27.1544418)","(80.976622, 27.157677)"
3929,"(80.976622, 27.157677)","(80.9750152, 27.1608467)"
3930,"(80.9750152, 27.1608467)","(80.9733808, 27.1639837)"
3931,"(80.9733808, 27.1639837)","(80.971774, 27.1672024)"
3932,"(80.971774, 27.1672024)","(80.9701488, 27.1704127)"
3933,"(80.9701488, 27.1704127)","(80.9685511, 27.1735821)"
3934,"(80.9685511, 27.1735821)","(80.9663566, 27.1760735)"
3935,"(80.9663566, 27.1760735)","(80.9640428, 27.1786873)"
3936,"(80.9640428, 27.1786873)","(80.9616647, 27.1813745)"
3937,"(80.9616647, 27.1813745)","(80.9593509, 27.1839719)"
3938,"(80.9593509, 27.1839719)","(80.9571288, 27.1864793)"
3939,"(80.9571288, 27.1864793)","(80.9547416, 27.1891664)"
3940,"(80.9547416, 27.1891664)","(80.9513902, 27.1907754)"
3941,"(80.9513902, 27.1907754)","(80.9481214, 27.1923271)"
3942,"(80.9481214, 27.1923271)","(80.9446047, 27.1940259)"
3943,"(80.9446047, 27.1940259)","(80.9410238, 27.1957409)"
3944,"(80.9410238, 27.1957409)","(80.937397, 27.1968598)"
3945,"(80.937397, 27.1968598)","(80.9338803, 27.1979541)"
3946,"(80.9338803, 27.1979541)","(80.9302535, 27.1990811)"
3947,"(80.9302535, 27.1990811)","(80.9264338, 27.2002653)"
3948,"(80.9264338, 27.2002653)","(80.9254146, 27.2033685)"
3949,"(80.9254146, 27.2033685)","(80.9243036, 27.2067574)"
3950,"(80.9243036, 27.2067574)","(80.923266, 27.2097707)"
3951,"(80.923266, 27.2097707)","(80.9222101, 27.2129308)"
3952,"(80.9222101, 27.2129308)","(80.9186751, 27.2137228)"
3953,"(80.9186751, 27.2137228)","(80.9152135, 27.2145149)"
3954,"(80.9152135, 27.2145149)","(80.9116234, 27.2153396)"
3955,"(80.9116234, 27.2153396)","(80.9076293, 27.2161888)"
3956,"(80.9076293, 27.2161888)","(80.9038096, 27.217038)"
3957,"(80.9038096, 27.217038)","(80.9025884, 27.2202877)"
3958,"(80.9025884, 27.2202877)","(80.9013213, 27.22357)"
3959,"(80.9013213, 27.22357)","(80.9001185, 27.2267951)"
3960,"(80.9001185, 27.2267951)","(80.8990717, 27.2294485)"
3961,"(80.8990717, 27.2294485)","(80.897621, 27.232355)"
3962,"(80.897621, 27.232355)","(80.8961427, 27.2351389)"
3963,"(80.8961427, 27.2351389)","(80.8946461, 27.2379391)"
3964,"(80.8946461, 27.2379391)","(80.8932302, 27.2406116)"
3965,"(80.8932302, 27.2406116)","(80.8917503, 27.2433819)"
3966,"(80.8917503, 27.2433819)","(80.8902184, 27.2462344)"
3967,"(80.8902184, 27.2462344)","(80.8895362, 27.2490405)"
3968,"(80.8895362, 27.2490405)","(80.8889235, 27.2516821)"
3969,"(80.8889235, 27.2516821)","(80.8882933, 27.2543236)"
3970,"(80.8882933, 27.2543236)","(80.8876112, 27.2572631)"
3971,"(80.8876112, 27.2572631)","(80.8867787, 27.2607422)"
3972,"(80.8867787, 27.2607422)","(80.8860503, 27.2638665)"
3973,"(80.8860503, 27.2638665)","(80.8852352, 27.2672837)"
3974,"(80.8852352, 27.2672837)","(80.8844201, 27.2707213)"
3975,"(80.8844201, 27.2707213)","(80.8836455, 27.2739738)"
3976,"(80.8836455, 27.2739738)","(80.8815817, 27.2766765)"
3977,"(80.8815817, 27.2766765)","(80.8795052, 27.2793812)"
3978,"(80.8795052, 27.2793812)","(80.8773501, 27.2822049)"
3979,"(80.8773501, 27.2822049)","(80.8744042, 27.2834709)"
3980,"(80.8744042, 27.2834709)","(80.8708894, 27.2850163)"
3981,"(80.8708894, 27.2850163)","(80.8672729, 27.286533)"
3982,"(80.8672729, 27.286533)","(80.8652935, 27.2891839)"
3983,"(80.8652935, 27.2891839)","(80.8633048, 27.2918225)"
3984,"(80.8633048, 27.2918225)","(80.862255, 27.2944405)"
3985,"(80.862255, 27.2944405)","(80.8611312, 27.2971941)"
3986,"(80.8611312, 27.2971941)","(80.8598687, 27.3003215)"
3987,"(80.8598687, 27.3003215)","(80.8586848, 27.3032516)"
3988,"(80.8586848, 27.3032516)","(80.8575332, 27.3060748)"
3989,"(80.8575332, 27.3060748)","(80.8564081, 27.3088243)"
3990,"(80.8564081, 27.3088243)","(80.8532089, 27.3109867)"
3991,"(80.8532089, 27.3109867)","(80.8501682, 27.3130465)"
3992,"(80.8501682, 27.3130465)","(80.8470407, 27.3151318)"
3993,"(80.8470407, 27.3151318)","(80.8437687, 27.3173712)"
3994,"(80.8437687, 27.3173712)","(80.8408089, 27.3193178)"
3995,"(80.8408089, 27.3193178)","(80.8378896, 27.3212593)"
3996,"(80.8378896, 27.3212593)","(80.8348662, 27.3232674)"
3997,"(80.8348662, 27.3232674)","(80.831045, 27.3226562)"
3998,"(80.831045, 27.3226562)","(80.8286459, 27.3222813)"
3999,"(80.8286459, 27.3222813)","(80.8254028, 27.3209203)"
4000,"(80.8254028, 27.3209203)","(80.822319, 27.3196356)"
4001,"(80.822319, 27.3196356)","(80.8190554, 27.3182763)"
4002,"(80.8190554, 27.3182763)","(80.8169381, 27.3181607)"
4003,"(80.8169381, 27.3181607)","(80.8152906, 27.3180965)"
4004,"(80.8152906, 27.3180965)","(80.8132167, 27.3180067)"
4005,"(80.8132167, 27.3180067)","(80.8114896, 27.3179168)"
4006,"(80.8114896, 27.3179168)","(80.8097053, 27.3200526)"
4007,"(80.8097053, 27.3200526)","(80.8073792, 27.3227464)"
4008,"(80.8073792, 27.3227464)","(80.8061027, 27.3258839)"
4009,"(80.8061027, 27.3258839)","(80.8049014, 27.3290053)"
4010,"(80.8049014, 27.3290053)","(80.8036133, 27.3322635)"
4011,"(80.8036133, 27.3322635)","(80.8023467, 27.3354378)"
4012,"(80.8023467, 27.3354378)","(80.8010919, 27.3385782)"
4013,"(80.8010919, 27.3385782)","(80.7998992, 27.3416294)"
4014,"(80.7998992, 27.3416294)","(80.7978287, 27.3436339)"
4015,"(80.7978287, 27.3436339)","(80.7955912, 27.3457697)"
4016,"(80.7955912, 27.3457697)","(80.7930484, 27.3481894)"
4017,"(80.7930484, 27.3481894)","(80.7913738, 27.3497869)"
4018,"(80.7913738, 27.3497869)","(80.7890682, 27.3510204)"
4019,"(80.7890682, 27.3510204)","(80.7865267, 27.3523802)"
4020,"(80.7865267, 27.3523802)","(80.7831985, 27.354188)"
4021,"(80.7831985, 27.354188)","(80.7800081, 27.3559359)"
4022,"(80.7800081, 27.3559359)","(80.7767729, 27.3577102)"
4023,"(80.7767729, 27.3577102)","(80.7735899, 27.359458)"
4024,"(80.7735899, 27.359458)","(80.7712939, 27.3619804)"
4025,"(80.7712939, 27.3619804)","(80.7690651, 27.364569)"
4026,"(80.7690651, 27.364569)","(80.7677829, 27.3660055)"
4027,"(80.7677829, 27.3660055)","(80.7658746, 27.3681637)"
4028,"(80.7658746, 27.3681637)","(80.7632775, 27.3697801)"
4029,"(80.7632775, 27.3697801)","(80.7604169, 27.3716254)"
4030,"(80.7604169, 27.3716254)","(80.7574911, 27.3734028)"
4031,"(80.7574911, 27.3734028)","(80.7546286, 27.375296)"
4032,"(80.7546286, 27.375296)","(80.7522954, 27.3767589)"
4033,"(80.7522954, 27.3767589)","(80.7491646, 27.3785925)"
4034,"(80.7491646, 27.3785925)","(80.7460337, 27.380479)"
4035,"(80.7460337, 27.380479)","(80.7433278, 27.381975)"
4036,"(80.7433278, 27.381975)","(80.7408142, 27.3834553)"
4037,"(80.7408142, 27.3834553)","(80.7381044, 27.3849803)"
4038,"(80.7381044, 27.3849803)","(80.7354137, 27.3870814)"
4039,"(80.7354137, 27.3870814)","(80.7324319, 27.3894917)"
4040,"(80.7324319, 27.3894917)","(80.7297937, 27.3916012)"
4041,"(80.7297937, 27.3916012)","(80.727623, 27.3932871)"
4042,"(80.727623, 27.3932871)","(80.7249514, 27.3946552)"
4043,"(80.7249514, 27.3946552)","(80.7216023, 27.3963792)"
4044,"(80.7216023, 27.3963792)","(80.7184679, 27.3979523)"
4045,"(80.7184679, 27.3979523)","(80.7151231, 27.3982613)"
4046,"(80.7151231, 27.3982613)","(80.7117775, 27.3985737)"
4047,"(80.7117775, 27.3985737)","(80.7081279, 27.3989496)"
4048,"(80.7081279, 27.3989496)","(80.7046929, 27.399209)"
4049,"(80.7046929, 27.399209)","(80.702155, 27.3999884)"
4050,"(80.702155, 27.3999884)","(80.6990038, 27.4009562)"
4051,"(80.6990038, 27.4009562)","(80.6957298, 27.4020098)"
4052,"(80.6957298, 27.4020098)","(80.6921875, 27.4030528)"
4053,"(80.6921875, 27.4030528)","(80.6888599, 27.4040746)"
4054,"(80.6888599, 27.4040746)","(80.6853593, 27.4051228)"
4055,"(80.6853593, 27.4051228)","(80.682151, 27.4061181)"
4056,"(80.682151, 27.4061181)","(80.6789903, 27.4071028)"
4057,"(80.6789903, 27.4071028)","(80.6769091, 27.4089399)"
4058,"(80.6769091, 27.4089399)","(80.6742434, 27.4113169)"
4059,"(80.6742434, 27.4113169)","(80.6715062, 27.4137468)"
4060,"(80.6715062, 27.4137468)","(80.6691387, 27.415859)"
4061,"(80.6691387, 27.415859)","(80.6665088, 27.4182517)"
4062,"(80.6665088, 27.4182517)","(80.6640789, 27.4204343)"
4063,"(80.6640789, 27.4204343)","(80.6601552, 27.4216349)"
4064,"(80.6601552, 27.4216349)","(80.6574931, 27.4235574)"
4065,"(80.6574931, 27.4235574)","(80.6546067, 27.4256705)"
4066,"(80.6546067, 27.4256705)","(80.6516012, 27.4279021)"
4067,"(80.6516012, 27.4279021)","(80.6487053, 27.4300405)"
4068,"(80.6487053, 27.4300405)","(80.6470928, 27.4329495)"
4069,"(80.6470928, 27.4329495)","(80.6454087, 27.4360829)"
4070,"(80.6454087, 27.4360829)","(80.6437151, 27.439178)"
4071,"(80.6437151, 27.439178)","(80.6420691, 27.4422561)"
4072,"(80.6420691, 27.4422561)","(80.6403326, 27.4455078)"
4073,"(80.6403326, 27.4455078)","(80.6386294, 27.4487127)"
4074,"(80.6386294, 27.4487127)","(80.636931, 27.4519049)"
4075,"(80.636931, 27.4519049)","(80.6352755, 27.455097)"
4076,"(80.6352755, 27.455097)","(80.633663, 27.4581831)"
4077,"(80.633663, 27.4581831)","(80.6320266, 27.4613242)"
4078,"(80.6320266, 27.4613242)","(80.6304427, 27.4644295)"
4079,"(80.6304427, 27.4644295)","(80.627565, 27.4666366)"
4080,"(80.627565, 27.4666366)","(80.6246166, 27.4689013)"
4081,"(80.6246166, 27.4689013)","(80.6216731, 27.4711616)"
4082,"(80.6216731, 27.4711616)","(80.6188058, 27.4733635)"
4083,"(80.6188058, 27.4733635)","(80.6159023, 27.4756272)"
4084,"(80.6159023, 27.4756272)","(80.6130399, 27.477879)"
4085,"(80.6130399, 27.477879)","(80.6102203, 27.4800629)"
4086,"(80.6102203, 27.4800629)","(80.6073245, 27.4823358)"
4087,"(80.6073245, 27.4823358)","(80.6044429, 27.4846424)"
4088,"(80.6044429, 27.4846424)","(80.6015948, 27.4868263)"
4089,"(80.6015948, 27.4868263)","(80.598904, 27.4896618)"
4090,"(80.598904, 27.4896618)","(80.5964662, 27.4922603)"
4091,"(80.5964662, 27.4922603)","(80.594076, 27.4948461)"
4092,"(80.594076, 27.4948461)","(80.5920055, 27.4974995)"
4093,"(80.5920055, 27.4974995)","(80.589954, 27.500174)"
4094,"(80.589954, 27.500174)","(80.5878263, 27.5029034)"
4095,"(80.5878263, 27.5029034)","(80.5857224, 27.5056497)"
4096,"(80.5857224, 27.5056497)","(80.5835897, 27.5084023)"
4097,"(80.5835897, 27.5084023)","(80.5814653, 27.5111329)"
4098,"(80.5814653, 27.5111329)","(80.5797209, 27.5123361)"
4099,"(80.5797209, 27.5123361)","(80.5766497, 27.5141939)"
4100,"(80.5766497, 27.5141939)","(80.5735562, 27.5161707)"
4101,"(80.5735562, 27.5161707)","(80.5705595, 27.5180746)"
4102,"(80.5705595, 27.5180746)","(80.5677343, 27.5182994)"
4103,"(80.5677343, 27.5182994)","(80.5648719, 27.5185837)"
4104,"(80.5648719, 27.5185837)","(80.561674, 27.5188878)"
4105,"(80.561674, 27.5188878)","(80.5585059, 27.5191985)"
4106,"(80.5585059, 27.5191985)","(80.555293, 27.5194629)"
4107,"(80.555293, 27.5194629)","(80.552218, 27.5211546)"
4108,"(80.552218, 27.5211546)","(80.5506526, 27.5242864)"
4109,"(80.5506526, 27.5242864)","(80.5490499, 27.5273933)"
4110,"(80.5490499, 27.5273933)","(80.5474845, 27.5305085)"
