Line,bus0,bus1
5675,"(79.3583583, 28.3767721)","(79.3607783, 28.3740225)"
5676,"(79.3607783, 28.3740225)","(79.3633336, 28.3711736)"
5677,"(79.3633336, 28.3711736)","(79.3658212, 28.3687663)"
5678,"(79.3658212, 28.3687663)","(79.3681904, 28.3665625)"
5679,"(79.3681904, 28.3665625)","(79.3709621, 28.3638563)"
5680,"(79.3709621, 28.3638563)","(79.3739517, 28.3610418)"
5681,"(79.3739517, 28.3610418)","(79.3768268, 28.3582903)"
5682,"(79.3768268, 28.3582903)","(79.3795909, 28.3556792)"
5683,"(79.3795909, 28.3556792)","(79.3824846, 28.3529291)"
5684,"(79.3824846, 28.3529291)","(79.3843236, 28.3497867)"
5685,"(79.3843236, 28.3497867)","(79.3860046, 28.3469073)"
5686,"(79.3860046, 28.3469073)","(79.3878548, 28.3437697)"
5687,"(79.3878548, 28.3437697)","(79.3896635, 28.3406568)"
5688,"(79.3896635, 28.3406568)","(79.3914315, 28.3376355)"
5689,"(79.3914315, 28.3376355)","(79.3934848, 28.3341451)"
5690,"(79.3934848, 28.3341451)","(79.3955024, 28.3306785)"
5691,"(79.3955024, 28.3306785)","(79.3966892, 28.3286606)"
5692,"(79.3966892, 28.3286606)","(79.3987166, 28.3251848)"
5693,"(79.3987166, 28.3251848)","(79.4006796, 28.3218479)"
5694,"(79.4006796, 28.3218479)","(79.402778, 28.3182428)"
5695,"(79.402778, 28.3182428)","(79.4054574, 28.3166636)"
5696,"(79.4054574, 28.3166636)","(79.4093632, 28.3154311)"
5697,"(79.4093632, 28.3154311)","(79.4116105, 28.3140525)"
5698,"(79.4116105, 28.3140525)","(79.4132261, 28.3126779)"
5699,"(79.4132261, 28.3126779)","(79.4145889, 28.310751)"
5700,"(79.4145889, 28.310751)","(79.416721, 28.3077249)"
5701,"(79.416721, 28.3077249)","(79.418816, 28.3048047)"
5702,"(79.418816, 28.3048047)","(79.4210668, 28.3017105)"
5703,"(79.4210668, 28.3017105)","(79.4231877, 28.2987106)"
5704,"(79.4231877, 28.2987106)","(79.4251465, 28.2959528)"
5705,"(79.4251465, 28.2959528)","(79.4272449, 28.2930273)"
5706,"(79.4272449, 28.2930273)","(79.4293716, 28.290057)"
5707,"(79.4293716, 28.290057)","(79.4314587, 28.2871065)"
5708,"(79.4314587, 28.2871065)","(79.4335388, 28.2841633)"
5709,"(79.4335388, 28.2841633)","(79.4353227, 28.2816547)"
5710,"(79.4353227, 28.2816547)","(79.4372054, 28.2785127)"
5711,"(79.4372054, 28.2785127)","(79.4391021, 28.2752899)"
5712,"(79.4391021, 28.2752899)","(79.4409463, 28.272202)"
5713,"(79.4409463, 28.272202)","(79.4427928, 28.2690957)"
5714,"(79.4427928, 28.2690957)","(79.4446938, 28.2659309)"
5715,"(79.4446938, 28.2659309)","(79.4463818, 28.263039)"
5716,"(79.4463818, 28.263039)","(79.448127, 28.2601434)"
5717,"(79.448127, 28.2601434)","(79.4499691, 28.257069)"
5718,"(79.4499691, 28.257069)","(79.4517671, 28.2540179)"
5719,"(79.4517671, 28.2540179)","(79.4535916, 28.25099)"
5720,"(79.4535916, 28.25099)","(79.4554514, 28.2478533)"
5721,"(79.4554514, 28.2478533)","(79.4573552, 28.2446621)"
5722,"(79.4573552, 28.2446621)","(79.4591708, 28.241665)"
5723,"(79.4591708, 28.241665)","(79.4609777, 28.2385824)"
5724,"(79.4609777, 28.2385824)","(79.4628815, 28.2353754)"
5725,"(79.4628815, 28.2353754)","(79.4646971, 28.2323625)"
5726,"(79.4646971, 28.2323625)","(79.4672003, 28.2296523)"
5727,"(79.4672003, 28.2296523)","(79.4696682, 28.2270043)"
5728,"(79.4696682, 28.2270043)","(79.4721978, 28.2242396)"
5729,"(79.4721978, 28.2242396)","(79.4747009, 28.2215293)"
5730,"(79.4747009, 28.2215293)","(79.4772041, 28.2187722)"
5731,"(79.4772041, 28.2187722)","(79.4798042, 28.2159763)"
5732,"(79.4798042, 28.2159763)","(79.4823514, 28.2132114)"
5733,"(79.4823514, 28.2132114)","(79.4846254, 28.2107493)"
5734,"(79.4846254, 28.2107493)","(79.4868288, 28.208357)"
5735,"(79.4868288, 28.208357)","(79.4893496, 28.2056541)"
5736,"(79.4893496, 28.2056541)","(79.4914738, 28.2033316)"
5737,"(79.4914738, 28.2033316)","(79.4942678, 28.2002789)"
5738,"(79.4942678, 28.2002789)","(79.4966563, 28.1976534)"
5739,"(79.4966563, 28.1976534)","(79.4991947, 28.1949346)"
5740,"(79.4991947, 28.1949346)","(79.5016973, 28.1921884)"
5741,"(79.5016973, 28.1921884)","(79.5038517, 28.1896245)"
5742,"(79.5038517, 28.1896245)","(79.5062667, 28.1866802)"
5743,"(79.5062667, 28.1866802)","(79.508664, 28.1837903)"
5744,"(79.508664, 28.1837903)","(79.5110206, 28.1809596)"
5745,"(79.5110206, 28.1809596)","(79.5134115, 28.1780192)"
5746,"(79.5134115, 28.1780192)","(79.516058, 28.1748311)"
5747,"(79.516058, 28.1748311)","(79.5187589, 28.1715774)"
5748,"(79.5187589, 28.1715774)","(79.5212977, 28.1684951)"
5749,"(79.5212977, 28.1684951)","(79.5236757, 28.1656054)"
5750,"(79.5236757, 28.1656054)","(79.5261143, 28.1627116)"
5751,"(79.5261143, 28.1627116)","(79.5284538, 28.1598331)"
5752,"(79.5284538, 28.1598331)","(79.5308576, 28.1569205)"
5753,"(79.5308576, 28.1569205)","(79.5332205, 28.1540419)"
5754,"(79.5332205, 28.1540419)","(79.5355702, 28.1511867)"
5755,"(79.5355702, 28.1511867)","(79.5379715, 28.1482988)"
5756,"(79.5379715, 28.1482988)","(79.5401932, 28.1455996)"
5757,"(79.5401932, 28.1455996)","(79.5425604, 28.1427693)"
5758,"(79.5425604, 28.1427693)","(79.5450284, 28.1397873)"
5759,"(79.5450284, 28.1397873)","(79.5475714, 28.1367063)"
5760,"(79.5475714, 28.1367063)","(79.5500591, 28.133694)"
5761,"(79.5500591, 28.133694)","(79.5524835, 28.1307586)"
5762,"(79.5524835, 28.1307586)","(79.5546694, 28.1278057)"
5763,"(79.5546694, 28.1278057)","(79.5569199, 28.1247213)"
5764,"(79.5569199, 28.1247213)","(79.5591704, 28.1216367)"
5765,"(79.5591704, 28.1216367)","(79.5612818, 28.1187712)"
5766,"(79.5612818, 28.1187712)","(79.5635273, 28.1157128)"
5767,"(79.5635273, 28.1157128)","(79.5656635, 28.112812)"
5768,"(79.5656635, 28.112812)","(79.5678296, 28.1098586)"
5769,"(79.5678296, 28.1098586)","(79.5698466, 28.1071023)"
5770,"(79.5698466, 28.1071023)","(79.5722213, 28.1038902)"
5771,"(79.5722213, 28.1038902)","(79.5743774, 28.1009277)"
5772,"(79.5743774, 28.1009277)","(79.5762553, 28.0984035)"
5773,"(79.5762553, 28.0984035)","(79.5786002, 28.0952086)"
5774,"(79.5786002, 28.0952086)","(79.5808209, 28.0922196)"
5775,"(79.5808209, 28.0922196)","(79.5828875, 28.089384)"
5776,"(79.5828875, 28.089384)","(79.5846263, 28.0869997)"
5777,"(79.5846263, 28.0869997)","(79.5876469, 28.0838746)"
5778,"(79.5876469, 28.0838746)","(79.5903346, 28.0811878)"
5779,"(79.5903346, 28.0811878)","(79.593062, 28.0784439)"
5780,"(79.593062, 28.0784439)","(79.5958639, 28.075621)"
5781,"(79.5958639, 28.075621)","(79.5985715, 28.0728901)"
5782,"(79.5985715, 28.0728901)","(79.6012358, 28.0702221)"
5783,"(79.6012358, 28.0702221)","(79.6039121, 28.0675421)"
5784,"(79.6039121, 28.0675421)","(79.6066585, 28.0647865)"
5785,"(79.6066585, 28.0647865)","(79.6093642, 28.0620594)"
5786,"(79.6093642, 28.0620594)","(79.611981, 28.0594444)"
5787,"(79.611981, 28.0594444)","(79.6146422, 28.0567508)"
5788,"(79.6146422, 28.0567508)","(79.6177757, 28.0549243)"
5789,"(79.6177757, 28.0549243)","(79.6208707, 28.0531136)"
5790,"(79.6208707, 28.0531136)","(79.6237223, 28.0513467)"
5791,"(79.6237223, 28.0513467)","(79.6275576, 28.0491326)"
5792,"(79.6275576, 28.0491326)","(79.6313184, 28.0468438)"
5793,"(79.6313184, 28.0468438)","(79.6348655, 28.0447173)"
5794,"(79.6348655, 28.0447173)","(79.63805, 28.0428275)"
5795,"(79.63805, 28.0428275)","(79.6414332, 28.040793)"
5796,"(79.6414332, 28.040793)","(79.6448021, 28.0388316)"
5797,"(79.6448021, 28.0388316)","(79.6467738, 28.0357621)"
5798,"(79.6467738, 28.0357621)","(79.6488697, 28.0326172)"
5799,"(79.6488697, 28.0326172)","(79.6508801, 28.0295133)"
5800,"(79.6508801, 28.0295133)","(79.6529993, 28.0262311)"
5801,"(79.6529993, 28.0262311)","(79.6550432, 28.0230474)"
5802,"(79.6550432, 28.0230474)","(79.6569136, 28.0201638)"
5803,"(79.6569136, 28.0201638)","(79.6591063, 28.0168574)"
5804,"(79.6591063, 28.0168574)","(79.6612675, 28.013547)"
5805,"(79.6612675, 28.013547)","(79.6632588, 28.0104656)"
5806,"(79.6632588, 28.0104656)","(79.6653127, 28.0073446)"
5807,"(79.6653127, 28.0073446)","(79.6672771, 28.0043539)"
5808,"(79.6672771, 28.0043539)","(79.6694494, 28.0012107)"
5809,"(79.6694494, 28.0012107)","(79.6720203, 27.9984307)"
5810,"(79.6720203, 27.9984307)","(79.6747092, 27.9955356)"
5811,"(79.6747092, 27.9955356)","(79.6774354, 27.9926239)"
5812,"(79.6774354, 27.9926239)","(79.680025, 27.9898163)"
5813,"(79.680025, 27.9898163)","(79.6826394, 27.9869977)"
5814,"(79.6826394, 27.9869977)","(79.6852538, 27.984179)"
5815,"(79.6852538, 27.984179)","(79.6876819, 27.9815522)"
5816,"(79.6876819, 27.9815522)","(79.6902342, 27.9787553)"
5817,"(79.6902342, 27.9787553)","(79.6927927, 27.9760132)"
5818,"(79.6927927, 27.9760132)","(79.695581, 27.9730571)"
5819,"(79.695581, 27.9730571)","(79.6983134, 27.97009)"
5820,"(79.6983134, 27.97009)","(79.7008098, 27.9673861)"
5821,"(79.7008098, 27.9673861)","(79.7033993, 27.9646162)"
5822,"(79.7033993, 27.9646162)","(79.7059082, 27.9618683)"
5823,"(79.7059082, 27.9618683)","(79.7084853, 27.9590818)"
5824,"(79.7084853, 27.9590818)","(79.7118697, 27.9574198)"
5825,"(79.7118697, 27.9574198)","(79.7154591, 27.9556645)"
5826,"(79.7154591, 27.9556645)","(79.719005, 27.9539147)"
5827,"(79.719005, 27.9539147)","(79.7223895, 27.9522526)"
5828,"(79.7223895, 27.9522526)","(79.7258484, 27.9505575)"
5829,"(79.7258484, 27.9505575)","(79.7293074, 27.948846)"
5830,"(79.7293074, 27.948846)","(79.7327725, 27.9471509)"
5831,"(79.7327725, 27.9471509)","(79.7361384, 27.9455052)"
5832,"(79.7361384, 27.9455052)","(79.7396013, 27.9438211)"
5833,"(79.7396013, 27.9438211)","(79.7431314, 27.9420655)"
5834,"(79.7431314, 27.9420655)","(79.7467264, 27.9403011)"
5835,"(79.7467264, 27.9403011)","(79.7502915, 27.9385631)"
5836,"(79.7502915, 27.9385631)","(79.7538666, 27.9367942)"
5837,"(79.7538666, 27.9367942)","(79.7574167, 27.9350562)"
5838,"(79.7574167, 27.9350562)","(79.7610866, 27.9335387)"
5839,"(79.7610866, 27.9335387)","(79.7647665, 27.9319903)"
5840,"(79.7647665, 27.9319903)","(79.7683765, 27.9305036)"
5841,"(79.7683765, 27.9305036)","(79.7719866, 27.9290037)"
5842,"(79.7719866, 27.9290037)","(79.7756315, 27.9274773)"
5843,"(79.7756315, 27.9274773)","(79.7792765, 27.9259552)"
5844,"(79.7792765, 27.9259552)","(79.7829065, 27.924442)"
5845,"(79.7829065, 27.924442)","(79.7860921, 27.9223685)"
5846,"(79.7860921, 27.9223685)","(79.7892777, 27.9202684)"
5847,"(79.7892777, 27.9202684)","(79.7923085, 27.9183007)"
5848,"(79.7923085, 27.9183007)","(79.7954492, 27.9162403)"
5849,"(79.7954492, 27.9162403)","(79.7985, 27.9142593)"
5850,"(79.7985, 27.9142593)","(79.8016456, 27.9121811)"
5851,"(79.8016456, 27.9121811)","(79.8047963, 27.9101294)"
5852,"(79.8047963, 27.9101294)","(79.8076823, 27.9082277)"
5853,"(79.8076823, 27.9082277)","(79.8111405, 27.9059455)"
5854,"(79.8111405, 27.9059455)","(79.8144332, 27.9038047)"
5855,"(79.8144332, 27.9038047)","(79.8173991, 27.9018587)"
5856,"(79.8173991, 27.9018587)","(79.8201803, 27.9000451)"
5857,"(79.8201803, 27.9000451)","(79.8234745, 27.8979071)"
5858,"(79.8234745, 27.8979071)","(79.8267325, 27.8957393)"
5859,"(79.8267325, 27.8957393)","(79.8300404, 27.8935824)"
5860,"(79.8300404, 27.8935824)","(79.8332922, 27.8914366)"
5861,"(79.8332922, 27.8914366)","(79.8370058, 27.889037)"
5862,"(79.8370058, 27.889037)","(79.8391591, 27.8863945)"
5863,"(79.8391591, 27.8863945)","(79.8417243, 27.8832941)"
5864,"(79.8417243, 27.8832941)","(79.8441272, 27.880304)"
5865,"(79.8441272, 27.880304)","(79.8464303, 27.8775234)"
5866,"(79.8464303, 27.8775234)","(79.8487396, 27.8746711)"
5867,"(79.8487396, 27.8746711)","(79.8511488, 27.8717138)"
5868,"(79.8511488, 27.8717138)","(79.8534768, 27.8688723)"
5869,"(79.8534768, 27.8688723)","(79.8545628, 27.8653742)"
5870,"(79.8545628, 27.8653742)","(79.85568, 27.861909)"
5871,"(79.85568, 27.861909)","(79.8567723, 27.8584382)"
5872,"(79.8567723, 27.8584382)","(79.8578333, 27.8549453)"
5873,"(79.8578333, 27.8549453)","(79.858963, 27.8513528)"
5874,"(79.858963, 27.8513528)","(79.860049, 27.8479534)"
5875,"(79.860049, 27.8479534)","(79.861135, 27.8444657)"
5876,"(79.861135, 27.8444657)","(79.8622522, 27.8409502)"
5877,"(79.8622522, 27.8409502)","(79.86292, 27.8387757)"
5878,"(79.86292, 27.8387757)","(79.8640123, 27.8352821)"
5879,"(79.8640123, 27.8352821)","(79.8650858, 27.831827)"
5880,"(79.8650858, 27.831827)","(79.8661585, 27.8283848)"
5881,"(79.8661585, 27.8283848)","(79.8671571, 27.8250938)"
5882,"(79.8671571, 27.8250938)","(79.8682946, 27.8215956)"
5883,"(79.8682946, 27.8215956)","(79.8693494, 27.8182449)"
5884,"(79.8693494, 27.8182449)","(79.8704292, 27.8148169)"
5885,"(79.8704292, 27.8148169)","(79.871527, 27.8113366)"
5886,"(79.871527, 27.8113366)","(79.8725725, 27.8078725)"
5887,"(79.8725725, 27.8078725)","(79.8736569, 27.8044151)"
5888,"(79.8736569, 27.8044151)","(79.8750222, 27.800723)"
5889,"(79.8750222, 27.800723)","(79.8763173, 27.7971827)"
5890,"(79.8763173, 27.7971827)","(79.8775968, 27.7938009)"
5891,"(79.8775968, 27.7938009)","(79.8787905, 27.7904466)"
5892,"(79.8787905, 27.7904466)","(79.8800855, 27.7869819)"
5893,"(79.8800855, 27.7869819)","(79.8812636, 27.7836964)"
5894,"(79.8812636, 27.7836964)","(79.8825431, 27.7803004)"
5895,"(79.8825431, 27.7803004)","(79.8837914, 27.7768905)"
5896,"(79.8837914, 27.7768905)","(79.885063, 27.773446)"
5897,"(79.885063, 27.773446)","(79.8863347, 27.7700221)"
5898,"(79.8863347, 27.7700221)","(79.8875674, 27.7666119)"
5899,"(79.8875674, 27.7666119)","(79.8888391, 27.7631394)"
5900,"(79.8888391, 27.7631394)","(79.8900952, 27.7597704)"
5901,"(79.8900952, 27.7597704)","(79.8929506, 27.7572229)"
5902,"(79.8929506, 27.7572229)","(79.89565, 27.7548203)"
5903,"(79.89565, 27.7548203)","(79.8985132, 27.7522657)"
5904,"(79.8985132, 27.7522657)","(79.9013141, 27.7497801)"
5905,"(79.9013141, 27.7497801)","(79.9041929, 27.7472255)"
5906,"(79.9041929, 27.7472255)","(79.9068143, 27.7448571)"
5907,"(79.9068143, 27.7448571)","(79.9098648, 27.7421504)"
5908,"(79.9098648, 27.7421504)","(79.9123301, 27.7399685)"
5909,"(79.9123301, 27.7399685)","(79.9156224, 27.7370269)"
5910,"(79.9156224, 27.7370269)","(79.918946, 27.7340714)"
5911,"(79.918946, 27.7340714)","(79.9222352, 27.7311365)"
5912,"(79.9222352, 27.7311365)","(79.9255119, 27.7282693)"
5913,"(79.9255119, 27.7282693)","(79.9278649, 27.7261202)"
5914,"(79.9278649, 27.7261202)","(79.9302825, 27.7239646)"
5915,"(79.9302825, 27.7239646)","(79.9331301, 27.7214577)"
5916,"(79.9331301, 27.7214577)","(79.9357281, 27.7191096)"
5917,"(79.9357281, 27.7191096)","(79.937226, 27.7143302)"
5918,"(79.937226, 27.7143302)","(79.9383183, 27.7110081)"
5919,"(79.9383183, 27.7110081)","(79.9393637, 27.7076236)"
5920,"(79.9393637, 27.7076236)","(79.940456, 27.7041631)"
5921,"(79.940456, 27.7041631)","(79.941556, 27.7007232)"
5922,"(79.941556, 27.7007232)","(79.9425858, 27.6973868)"
5923,"(79.9425858, 27.6973868)","(79.9435783, 27.6941145)"
5924,"(79.9435783, 27.6941145)","(79.9446627, 27.690619)"
5925,"(79.9446627, 27.690619)","(79.9456379, 27.6874964)"
5926,"(79.9456379, 27.6874964)","(79.9467848, 27.6838418)"
5927,"(79.9467848, 27.6838418)","(79.9484232, 27.6806293)"
5928,"(79.9484232, 27.6806293)","(79.9500069, 27.6774995)"
5929,"(79.9500069, 27.6774995)","(79.9516375, 27.6742591)"
5930,"(79.9516375, 27.6742591)","(79.953307, 27.670915)"
5931,"(79.953307, 27.670915)","(79.9549844, 27.6676468)"
5932,"(79.9549844, 27.6676468)","(79.95659, 27.6644407)"
5933,"(79.95659, 27.6644407)","(79.9583251, 27.6610797)"
5934,"(79.9583251, 27.6610797)","(79.9603036, 27.6579784)"
5935,"(79.9603036, 27.6579784)","(79.9623446, 27.6548494)"
5936,"(79.9623446, 27.6548494)","(79.964373, 27.6517258)"
5937,"(79.964373, 27.6517258)","(79.9664264, 27.6485966)"
5938,"(79.9664264, 27.6485966)","(79.9683925, 27.6454895)"
5939,"(79.9683925, 27.6454895)","(79.9680679, 27.6421776)"
5940,"(79.9680679, 27.6421776)","(79.9676997, 27.6386832)"
5941,"(79.9676997, 27.6386832)","(79.9673502, 27.635139)"
5942,"(79.9673502, 27.635139)","(79.9669819, 27.6319927)"
5943,"(79.9669819, 27.6319927)","(79.9666698, 27.628393)"
5944,"(79.9666698, 27.628393)","(79.9662508, 27.6249747)"
5945,"(79.9662508, 27.6249747)","(79.9659231, 27.621477)"
5946,"(79.9659231, 27.621477)","(79.9655252, 27.61791)"
5947,"(79.9655252, 27.61791)","(79.9652912, 27.6156703)"
5948,"(79.9652912, 27.6156703)","(79.9669998, 27.6124073)"
5949,"(79.9669998, 27.6124073)","(79.9686771, 27.6091996)"
5950,"(79.9686771, 27.6091996)","(79.9703779, 27.6059157)"
5951,"(79.9703779, 27.6059157)","(79.9720943, 27.6027216)"
5952,"(79.9720943, 27.6027216)","(79.9737327, 27.5994997)"
5953,"(79.9737327, 27.5994997)","(79.975396, 27.5962695)"
5954,"(79.975396, 27.5962695)","(79.9770812, 27.5931221)"
5955,"(79.9770812, 27.5931221)","(79.9782109, 27.5898751)"
5956,"(79.9782109, 27.5898751)","(79.9793281, 27.5866003)"
5957,"(79.9793281, 27.5866003)","(79.9804827, 27.5832424)"
5958,"(79.9804827, 27.5832424)","(79.9816124, 27.5799232)"
5959,"(79.9816124, 27.5799232)","(79.9827483, 27.5766924)"
5960,"(79.9827483, 27.5766924)","(79.9838843, 27.5732733)"
5961,"(79.9838843, 27.5732733)","(79.9850764, 27.5698376)"
5962,"(79.9850764, 27.5698376)","(79.9865578, 27.5666127)"
5963,"(79.9865578, 27.5666127)","(79.9878248, 27.5638905)"
5964,"(79.9878248, 27.5638905)","(79.9894725, 27.5603106)"
5965,"(79.9894725, 27.5603106)","(79.990933, 27.5571235)"
5966,"(79.990933, 27.5571235)","(79.9923748, 27.5539584)"
5967,"(79.9923748, 27.5539584)","(79.9940162, 27.5503727)"
5968,"(79.9940162, 27.5503727)","(79.9956078, 27.5468754)"
5969,"(79.9956078, 27.5468754)","(79.9971307, 27.5436048)"
5970,"(79.9971307, 27.5436048)","(79.9986099, 27.5403397)"
5971,"(79.9986099, 27.5403397)","(80.0001515, 27.536986)"
5972,"(80.0001515, 27.536986)","(80.0017655, 27.5333638)"
5973,"(80.0017655, 27.5333638)","(80.0032153, 27.5299822)"
5974,"(80.0032153, 27.5299822)","(80.0048521, 27.5263527)"
5975,"(80.0048521, 27.5263527)","(80.0065809, 27.5226388)"
5976,"(80.0065809, 27.5226388)","(80.0080414, 27.5194616)"
5977,"(80.0080414, 27.5194616)","(80.0097515, 27.5170815)"
5978,"(80.0097515, 27.5170815)","(80.0118174, 27.5141311)"
5979,"(80.0118174, 27.5141311)","(80.01359, 27.5116789)"
5980,"(80.01359, 27.5116789)","(80.0159305, 27.509365)"
5981,"(80.0159305, 27.509365)","(80.0186143, 27.5067355)"
5982,"(80.0186143, 27.5067355)","(80.0213106, 27.5041004)"
5983,"(80.0213106, 27.5041004)","(80.0239819, 27.5014542)"
5984,"(80.0239819, 27.5014542)","(80.0266407, 27.4988522)"
5985,"(80.0266407, 27.4988522)","(80.0293433, 27.4962113)"
5986,"(80.0293433, 27.4962113)","(80.0319709, 27.4936314)"
5987,"(80.0319709, 27.4936314)","(80.0344862, 27.4911344)"
5988,"(80.0344862, 27.4911344)","(80.0371699, 27.4885155)"
5989,"(80.0371699, 27.4885155)","(80.0397851, 27.4859298)"
5990,"(80.0397851, 27.4859298)","(80.0423628, 27.4833884)"
5991,"(80.0423628, 27.4833884)","(80.0448281, 27.4809742)"
5992,"(80.0448281, 27.4809742)","(80.0467318, 27.4786984)"
5993,"(80.0467318, 27.4786984)","(80.0491612, 27.4758038)"
5994,"(80.0491612, 27.4758038)","(80.0515439, 27.472906)"
5995,"(80.0515439, 27.472906)","(80.0539805, 27.4699999)"
5996,"(80.0539805, 27.4699999)","(80.0562973, 27.4672089)"
5997,"(80.0562973, 27.4672089)","(80.058699, 27.4643602)"
5998,"(80.058699, 27.4643602)","(80.0611107, 27.4614582)"
5999,"(80.0611107, 27.4614582)","(80.0634771, 27.4586256)"
6000,"(80.0634771, 27.4586256)","(80.0658626, 27.4557691)"
6001,"(80.0658626, 27.4557691)","(80.0682277, 27.4529126)"
6002,"(80.0682277, 27.4529126)","(80.0706064, 27.4500741)"
6003,"(80.0706064, 27.4500741)","(80.0729376, 27.4472716)"
6004,"(80.0729376, 27.4472716)","(80.0753231, 27.4444269)"
6005,"(80.0753231, 27.4444269)","(80.0774781, 27.4418228)"
6006,"(80.0774781, 27.4418228)","(80.0799178, 27.4388877)"
6007,"(80.0799178, 27.4388877)","(80.0822762, 27.4360669)"
6008,"(80.0822762, 27.4360669)","(80.0846345, 27.4332399)"
6009,"(80.0846345, 27.4332399)","(80.0870064, 27.4304069)"
6010,"(80.0870064, 27.4304069)","(80.0893851, 27.4275498)"
6011,"(80.0893851, 27.4275498)","(80.0916689, 27.4248008)"
6012,"(80.0916689, 27.4248008)","(80.0939053, 27.422118)"
6013,"(80.0939053, 27.422118)","(80.0959384, 27.4196938)"
6014,"(80.0959384, 27.4196938)","(80.0965618, 27.4167401)"
6015,"(80.0965618, 27.4167401)","(80.0971785, 27.4138224)"
6016,"(80.0971785, 27.4138224)","(80.097863, 27.410634)"
6017,"(80.097863, 27.410634)","(80.0986559, 27.4068763)"
6018,"(80.0986559, 27.4068763)","(80.0993932, 27.4033868)"
6019,"(80.0993932, 27.4033868)","(80.1001413, 27.3998878)"
6020,"(80.1001413, 27.3998878)","(80.1008309, 27.3966209)"
6021,"(80.1008309, 27.3966209)","(80.1014628, 27.3936183)"
6022,"(80.1014628, 27.3936183)","(80.1021947, 27.3901886)"
6023,"(80.1021947, 27.3901886)","(80.1028695, 27.3869535)"
6024,"(80.1028695, 27.3869535)","(80.1052679, 27.3841924)"
6025,"(80.1052679, 27.3841924)","(80.1068287, 27.3823955)"
6026,"(80.1068287, 27.3823955)","(80.1086673, 27.3802788)"
6027,"(80.1086673, 27.3802788)","(80.1113118, 27.377268)"
6028,"(80.1113118, 27.377268)","(80.1137713, 27.3744529)"
6029,"(80.1137713, 27.3744529)","(80.1164799, 27.3713196)"
6030,"(80.1164799, 27.3713196)","(80.1203181, 27.3693564)"
6031,"(80.1203181, 27.3693564)","(80.123719, 27.367609)"
6032,"(80.123719, 27.367609)","(80.1271685, 27.3658562)"
6033,"(80.1271685, 27.3658562)","(80.1308548, 27.3639199)"
6034,"(80.1308548, 27.3639199)","(80.1339764, 27.3612933)"
6035,"(80.1339764, 27.3612933)","(80.1370797, 27.3587043)"
6036,"(80.1370797, 27.3587043)","(80.1399523, 27.3562986)"
6037,"(80.1399523, 27.3562986)","(80.1428248, 27.3538768)"
6038,"(80.1428248, 27.3538768)","(80.1458249, 27.351444)"
6039,"(80.1458249, 27.351444)","(80.14874, 27.3490059)"
6040,"(80.14874, 27.3490059)","(80.151819, 27.3464112)"
6041,"(80.151819, 27.3464112)","(80.1546794, 27.3440215)"
6042,"(80.1546794, 27.3440215)","(80.1576552, 27.34154)"
6043,"(80.1576552, 27.34154)","(80.1606128, 27.3390369)"
6044,"(80.1606128, 27.3390369)","(80.1634914, 27.3366038)"
6045,"(80.1634914, 27.3366038)","(80.1663761, 27.3341923)"
6046,"(80.1663761, 27.3341923)","(80.1692669, 27.3317807)"
6047,"(80.1692669, 27.3317807)","(80.1720969, 27.3293907)"
6048,"(80.1720969, 27.3293907)","(80.1735545, 27.3261643)"
6049,"(80.1735545, 27.3261643)","(80.1750362, 27.3228953)"
6050,"(80.1750362, 27.3228953)","(80.1764634, 27.3197928)"
6051,"(80.1764634, 27.3197928)","(80.1780181, 27.3163288)"
6052,"(80.1780181, 27.3163288)","(80.1795789, 27.3128862)"
6053,"(80.1795789, 27.3128862)","(80.1810364, 27.3096539)"
6054,"(80.1810364, 27.3096539)","(80.1824393, 27.3066374)"
6055,"(80.1824393, 27.3066374)","(80.1839697, 27.3032863)"
6056,"(80.1839697, 27.3032863)","(80.185409, 27.3000646)"
6057,"(80.185409, 27.3000646)","(80.1868665, 27.2968805)"
6058,"(80.1868665, 27.2968805)","(80.1890346, 27.2941173)"
6059,"(80.1890346, 27.2941173)","(80.1912452, 27.2913163)"
6060,"(80.1912452, 27.2913163)","(80.1934254, 27.2885476)"
6061,"(80.1934254, 27.2885476)","(80.1955631, 27.285822)"
6062,"(80.1955631, 27.285822)","(80.1977373, 27.2830909)"
6063,"(80.1977373, 27.2830909)","(80.2000086, 27.280187)"
6064,"(80.2000086, 27.280187)","(80.2021585, 27.2774235)"
6065,"(80.2021585, 27.2774235)","(80.2043994, 27.274595)"
6066,"(80.2043994, 27.274595)","(80.2066464, 27.2717611)"
6067,"(80.2066464, 27.2717611)","(80.2087659, 27.2690351)"
6068,"(80.2087659, 27.2690351)","(80.2106121, 27.2660553)"
6069,"(80.2106121, 27.2660553)","(80.2124523, 27.2630646)"
6070,"(80.2124523, 27.2630646)","(80.2144199, 27.2598633)"
6071,"(80.2144199, 27.2598633)","(80.2164362, 27.2566079)"
6072,"(80.2164362, 27.2566079)","(80.2187197, 27.2539139)"
6073,"(80.2187197, 27.2539139)","(80.2211124, 27.2510957)"
6074,"(80.2211124, 27.2510957)","(80.2234992, 27.2482828)"
6075,"(80.2234992, 27.2482828)","(80.2258616, 27.245486)"
6076,"(80.2258616, 27.245486)","(80.2282361, 27.2426621)"
6077,"(80.2282361, 27.2426621)","(80.2306228, 27.2398706)"
6078,"(80.2306228, 27.2398706)","(80.2329549, 27.2371222)"
